oga_id,catalogue_number,supplier,rrid,gene_name,availability_checked,evidence_quote,evidence_type,checked_how,checked_on,previous_verdict
827,19694-1-AP,Proteintech,AB_10667407,INPP5D,available,[11-12 Aug] Add to Basket,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
828,ARP44330_P050,Aviva Systems Biology,AB_10640832,CSF1,available,[11-12 Aug] Availability: Domestic: within 1-2 days delivery | International: 1-2 days,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
829,ARP44331_P050,Aviva Systems Biology,AB_10643950,CSF1,available,[11-12 Aug] Availability: Domestic: within 1-2 days delivery | International: 1-2 days,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
830,ARP44329_P050,Aviva Systems Biology,AB_938216,CSF1,available,[11-12 Aug] Availability: Domestic: within 1-2 days delivery | International: 1-2 days,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
833,MANDAG1 (7A11),Developmental Studies Hybridoma Bank (DSHB),AB_2753233,DAG1,available,[11-12 Aug] MANDAG1 (7A11) ... $50.00 ... In Stock ... Available: 1 ... Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
861,ab92544,abcam,AB_2234877,LRP1,available,[11-12 Aug] Price: Starts from $230,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
862,MA5-31959,Thermo Fisher Scientific,AB_2809253,LRP1,available,[11-12 Aug] Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
863,MA5-35053,Thermo Fisher Scientific,AB_2848958,LRP1,available,[11-12 Aug] Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
866,NBP2-67286,Bio-Techne (Novus Biologicals),AB_2936898,LRP1,available,[11-12 Aug] NBP2-67286 Contact Us For Delivery Time 100 ul / £371.00,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
867,GTX64220,GeneTex,AB_2888587,LRP1,discontinued,[11-12 Aug] LRP1 antibody [GT1028] (GTX64220) has been discontinued.,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,discontinued
868,A0633,ABclonal,AB_2861470,LRP1,available,[11-12 Aug] 100 μL/￡245 Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
870,26387,Cell Signaling Technology,AB_2936897,LRP1,available,[11-12 Aug] To Purchase # 26387; £375; ADD TO BASKET,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
871,64099,Cell Signaling Technology,AB_2799654,LRP1,available,[11-12 Aug] To Purchase # 64099; £296; ADD TO BASKET,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
874,ab133474,abcam,AB_2713963,LRRK2,available,[11-12 Aug] Price: Starts from $160,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
875,ab133475,abcam,AB_2620136,LRRK2,available,[11-12 Aug] Price: Starts from $185,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
881,ab200219,abcam,AB_2833001,SMOC1,discontinued,"Abcam: page renders in full with no price and no buy panel, but carries NO discontinuation notice (OBSERVATION, NOT A QUOTE). Contrast Abcam discontinued controls ab4193/ab39969, whose titles read ""is not available"" and whose pages state ""This product is discontinued"".",no_purchase_option_no_statement,"claude / supplier site, live page visit (Chrome)",2026-08-30,available
882,GTX119208,GeneTex,AB_10618293,SMOC1,available,[11-12 Aug] Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
885,PA5-31392,Thermo Fisher Scientific,AB_2548866,SMOC1,available,[11-12 Aug] View price in cart / Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
886,A20482,ABclonal,AB_2909795,SMOC1,available,[11-12 Aug] 100 μL/￡240 Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
888,PA5-113408,Thermo Fisher Scientific,AB_2868141,SMOC1,available,[11-12 Aug] Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
894,27403-1-AP,Proteintech,AB_2880862,RAB5B,available,[11-12 Aug] Add to Basket,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
896,55469-1-AP,Proteintech,AB_11182831,RAB7A,available,[11-12 Aug] Add to Basket,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
902,17817-1-AP,Proteintech,AB_2176728,RAB27A,available,[11-12 Aug] Add to Basket,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
903,16868-1-AP,Proteintech,AB_2176716,RAB27A,available,[11-12 Aug] Add to Basket,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
904,66944-1-Ig,Proteintech,AB_2882268,RAB27B,available,[11-12 Aug] Add to Basket,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
905,13412-1-AP,Proteintech,AB_2176732,RAB27B,available,[11-12 Aug] Add to Basket,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
910,46449,Cell Signaling Technology,AB_2799303,RAB5A,available,[11-12 Aug] To Purchase # 46449; £373; ADD TO BASKET,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
914,MA5-32340,Thermo Fisher Scientific,AB_2809621,RAB7A,available,[11-12 Aug] View price in cart / Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
915,86050,Cell Signaling Technology,AB_2800070,TIA1,available,[11-12 Aug] To Purchase # 86050; £375; ADD TO BASKET,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
917,93334,Cell Signaling Technology,AB_2924267,TMEM106B,available,[11-12 Aug] To Purchase # 93334; £378; ADD TO BASKET,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
930,36408,Cell Signaling Technology,AB_2938810,LRRK2,available,[11-12 Aug] To Purchase # 36408; £399; ADD TO BASKET,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
931,PCRP-MAPK1-1D1,Developmental Studies Hybridoma Bank (DSHB),AB_2722234,MAPK1,available,[11-12 Aug] Clone ID / Name: PCRP-MAPK1-1D1 ... $50.00 ... In Stock ... Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
942,PA5-57720,Thermo Fisher Scientific,AB_2643782,MATR3,available,[11-12 Aug] View price in cart / Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
943,MA5-34642,Thermo Fisher Scientific,AB_2848550,MATR3,available,[11-12 Aug] Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
944,ab151714,abcam,AB_2491618,MATR3,available,[11-12 Aug] Price: Starts from $375,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
945,ab151739,abcam,AB_2885091,MATR3,available,[11-12 Aug] Price: Starts from $340,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
947,HPA036565,Human Protein Atlas,AB_10673623,MATR3,not_rechecked,"[11-12 Aug] HPA036565 Anti-MATR3 Antibody - In Stock (10+) Delivery time: Ready to Ship 2 354,0 kr / Add to cart",,not re-checked on 30 Aug,2026-08-12,available
948,NB100-1761,Bio-Techne (Novus Biologicals),AB_2266219,MATR3,available,[11-12 Aug] NB100-1761 Arrives in 11 - 13 Business Days 0.1 ml / £443.00,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
949,Z-MATR3-4,SGC,AB_2924266,MATR3,not_rechecked,[11-12 Aug] Addgene: Z-MATR3-4 - Ordering Plasmid 166558 Standard format: Plasmid sent in bacteria as agar stab $94 / Add to Cart,,not re-checked on 30 Aug,2026-08-12,available
956,MAB2582,Bio-Techne (R&D Systems),AB_2893288,MDK,available,[11-12 Aug] MAB2582-100 In Stock - Arrives in 7 - 9 Business Days 100 ug / £357.00,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
957,MAB2583,Bio-Techne (R&D Systems),AB_2893289,MDK,discontinued,[11-12 Aug] Discontinued Product MAB2583 has been discontinued.,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,discontinued
958,MA5-32538,Thermo Fisher Scientific,AB_2809815,MDK,available,[11-12 Aug] Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
960,ab52637,abcam,AB_880698,MDK,available,[11-12 Aug] Price: Starts from $270,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
976,sc-59656,Santa-Cruz,AB_2168191,PRDX1,not_rechecked,[11-12 Aug] ORDERING INFORMATION PRX I Antibody (2A4) sc-59656 100 µg/ml £323.00 ADD TO CART,,not re-checked on 30 Aug,2026-08-12,available
977,15816-1-AP,Proteintech,AB_2170318,PRDX1,available,[11-12 Aug] Add to Basket,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
978,66820-1-Ig,Proteintech,AB_2882163,PRDX1,available,[11-12 Aug] Add to Basket,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
985,27117-1-AP,Proteintech,AB_2880763,PTN,available,[11-12 Aug] Add to Basket,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
986,PA5-94984,Thermo Fisher Scientific,AB_2806790,PTN,available,[11-12 Aug] View price in cart / Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
987,PA5-118876,Thermo Fisher Scientific,AB_2903376,PTN,available,[11-12 Aug] View price in cart / Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
988,ab133517,abcam,AB_2938813,PTN,available,[11-12 Aug] Price: Starts from $265,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
989,ab79411,abcam,AB_1603350,PTN,available,[11-12 Aug] Price: Starts from $175,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
994,ab171944,abcam,AB_2924834,QPRT,available,[11-12 Aug] Price: Starts from $330,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
996,25174-1-AP,Proteintech,AB_2879941,QPRT,available,[11-12 Aug] Add to Basket,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
997,MA5-27162,Thermo Fisher Scientific,AB_2725178,RAB3A,available,[11-12 Aug] Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1000,NBP2-45499,Bio-Techne (Novus Biologicals),AB_3096329,RAB3A,available,[11-12 Aug] NBP2-45499 Contact Us For Delivery Time 0.1 ml / £412.00,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1001,15029-1-AP,Proteintech,AB_2177378,RAB3A,available,[11-12 Aug] Add to Basket,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1006,ab3335,abcam,AB_303714,RAB3A,discontinued,"Abcam: page renders in full with no price and no buy panel, but carries NO discontinuation notice (OBSERVATION, NOT A QUOTE). Contrast Abcam discontinued controls ab4193/ab39969, whose titles read ""is not available"" and whose pages state ""This product is discontinued"".",no_purchase_option_no_statement,"claude / supplier site, live page visit (Chrome)",2026-08-30,available
1007,ab285163,abcam,AB_3099448,RAB3A,available,[11-12 Aug] Price: Starts from $660,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1009,12214,Cell Signaling Technology,AB_2797847,RAB3A,available,[11-12 Aug] To Purchase # 12214; £375; ADD TO BASKET,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1030,ab125001,abcam,AB_10975632,RXRA,available,[11-12 Aug] Price: Starts from $260,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1032,433900,Thermo Fisher Scientific,AB_2532208,RXRA,available,[11-12 Aug] Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1033,MA5-34806,Thermo Fisher Scientific,AB_2848714,RXRA,available,[11-12 Aug] View price in cart / Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1034,MA5-35265,Thermo Fisher Scientific,AB_2849167,RXRA,available,[11-12 Aug] View price in cart / Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1035,NBP2-75653,Bio-Techne (Novus Biologicals),AB_2910612,RXRA,available,[11-12 Aug] NBP2-75653 Contact Us For Delivery Time 100 ul / £354.00,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1036,21218-1-AP,Proteintech,AB_10693633,RXRA,available,[11-12 Aug] Add to Basket,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1037,3085,Cell Signaling Technology,AB_11140620,RXRA,available,[11-12 Aug] To Purchase # 3085; £372; ADD TO BASKET,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1038,A19105,ABclonal,AB_2862598,RXRA,available,[11-12 Aug] 100 μL/￡260 Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1047,46088,Cell Signaling Technology,AB_2916165,TYROBP,available,[11-12 Aug] To Purchase # 46088; £407; ADD TO BASKET,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1048,12492,Cell Signaling Technology,AB_2721120,TYROBP,available,[11-12 Aug] To Purchase # 12492; £375; ADD TO BASKET,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1053,PA5-26861,Thermo Fisher Scientific,AB_2544361,TYROBP,available,[11-12 Aug] View price in cart / Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1055,ab93846,abcam,AB_10865289,TYROBP,discontinued,"Abcam: page renders in full with no price and no buy panel, but carries NO discontinuation notice (OBSERVATION, NOT A QUOTE). Contrast Abcam discontinued controls ab4193/ab39969, whose titles read ""is not available"" and whose pages state ""This product is discontinued"".",no_purchase_option_no_statement,"claude / supplier site, live page visit (Chrome)",2026-08-30,available
1056,ab124834,abcam,AB_10971363,TYROBP,discontinued,[11-12 Aug] This product is discontinued.,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,discontinued
1058,NBP2-25164,Bio-Techne (Novus Biologicals),AB_2885154,UBQLN2,available,[11-12 Aug] NBP2-25164 In Stock - Arrives in 3 - 5 Business Days 0.1 ml / £377.00,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1074,ab126613,abcam,AB_11128257,SFRP1,available,[11-12 Aug] Price: Starts from $670,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1075,ab267466,abcam,AB_2904616,SFRP1,available,[11-12 Aug] Price: Starts from $390,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1077,MA5-32675,Thermo Fisher Scientific,AB_2809952,SFRP1,available,[11-12 Aug] Catalog # MA5-32675 / Add to cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1078,MA5-38193,Thermo Fisher Scientific,AB_2898110,SFRP1,available,[11-12 Aug] View price in cart / Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1081,A9656,ABclonal,AB_2863750,SFRP1,available,[11-12 Aug] 100 μL/￡245 Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1082,A2911,ABclonal,AB_2764730,SFRP1,discontinued,[11-12 Aug] The product SFRP1 Rabbit pAb is no longer available.,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,discontinued
1097,ab253192,abcam,AB_2885128,SIGMAR1,available,[11-12 Aug] Price: Starts from $195,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1101,61994,Cell Signaling Technology,AB_2799617,SIGMAR1,available,[11-12 Aug] To Purchase # 61994; £375; ADD TO BASKET,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1102,74807,Cell Signaling Technology,AB_2799860,SIGMAR1,available,[11-12 Aug] To Purchase # 74807; £375; ADD TO BASKET,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1125,PA5-90241,Thermo Fisher Scientific,AB_2805976,SPON1,discontinued,[11-12 Aug] Product Discontinued,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,discontinued
1126,GTX629890,GeneTex,AB_2885144,SQSTM1,available,[11-12 Aug] Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1128,GTX629888,GeneTex,AB_2885143,SQSTM1,available,[11-12 Aug] Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
